MLB Salary Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,HS,HS,HS,HS,HS,HS,HS,HS,HS,JC,JC,JC,JC,JC,JC,JC,JC,JC,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,,,,,HS,HS,HS,HS,HS,HS,HS,HS,HS,JC,JC,JC,JC,JC,JC,JC,JC,JC,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr,4Yr
,,,,,,,,5,9,End of 1st," $490,000 ",  $-    ," $620,000 "," $59,429 "," $252,857 "," $185,238 "," $566,667 "," $326,378 "," $329,900 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $448,000 ",  $-    ," $74,667 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $325,000 ",  $-    ," $190,292 "," $155,804 ",,5,9,End of 1st," $5,726 "," $4,780 ", $-   ," $6,731 "," $60,000 "," $37,661 "," $175,806 "," $45,317 "," $101,944 ", $-   , $-   , $-   , $-   ," $1,859 ", $-   ," $3,333 "," $5,077 "," $57,174 "," $4,939 "," $5,455 "," $16,147 "," $166,667 "," $109,400 "," $75,778 "," $95,579 "," $69,317 "," $166,519 "
,,,,,,,,5,10,Beg of 2nd," $201,250 ",  $-    ,  $-    ," $483,333 "," $592,500 "," $36,000 "," $183,478 "," $73,878 "," $380,468 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $420,000 ",  $-    ," $210,000 ",  $-    ,  $-    ,  $-    ," $166,667 "," $224,000 "," $301,739 "," $350,917 "," $24,600 "," $304,212 ",,5,10,Beg of 2nd," $5,340 "," $3,097 ", $-   ," $5,905 "," $47,045 "," $37,000 "," $128,552 "," $44,117 "," $77,418 ", $-   , $-   , $-   , $-   , $286 , $-   ," $3,288 "," $4,875 "," $36,256 "," $3,784 "," $2,627 "," $1,515 "," $52,000 "," $98,621 "," $62,400 "," $74,378 "," $68,686 "," $155,804 "
,,,,,,,,5,11,End of 2nd," $1,429 "," $80,000 ",  $-    ,  $-    ," $161,692 "," $23,647 "," $302,632 "," $242,357 "," $157,707 ",  $-    ,  $-    ,  $-    ,  $-    ," $450,000 ",  $-    ,  $-    ,  $-    ," $75,000 "," $377,500 ",  $-    ,  $-    ,  $-    ," $440,000 "," $628,667 ",  $-    ," $342,500 "," $328,778 ",,5,11,End of 2nd," $4,601 ", $262 , $-   ," $2,316 "," $26,040 "," $36,000 "," $110,000 "," $40,854 "," $64,841 ", $-   , $-   , $-   , $-   , $133 , $-   ," $1,613 "," $4,161 "," $23,591 "," $3,683 "," $2,560 ", $308 ," $34,667 "," $52,759 "," $49,973 "," $58,020 "," $66,254 "," $128,038 "
,,,,,,,,5,12,3rd Round,  $-    ," $365,778 ",  $-    ," $5,905 "," $137,487 "," $48,635 "," $351,806 "," $152,718 "," $136,792 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $30,000 "," $264,706 "," $121,579 "," $209,600 "," $40,000 "," $36,500 "," $13,333 "," $343,867 "," $218,667 "," $95,579 "," $148,862 "," $171,059 ",,5,12,3rd Round," $1,429 ", $74 , $-   , $-   ," $16,552 "," $23,647 "," $84,439 "," $31,962 "," $56,366 ", $-   , $-   , $-   , $-   , $-   , $-   , $833 ," $1,316 "," $22,496 "," $2,471 "," $1,000 ", $151 ," $28,667 "," $52,506 "," $23,608 "," $54,766 "," $49,892 "," $109,715 "
,,,,,,,,5,13,4th Round," $15,385 ",  $-    ," $3,100,000 ",  $-    , $839 ," $150,456 "," $47,619 "," $140,333 "," $101,944 ",  $-    ,  $-    ,  $-    ," $2,250,000 ",  $-    ,  $-    ,  $-    ,  $-    ," $155,172 "," $66,857 "," $5,455 ",  $-    ," $4,615 "," $109,400 "," $23,608 "," $150,075 "," $91,276 "," $80,419 ",,5,13,4th Round," $1,417 ", $-   , $-   , $-   ," $7,495 "," $21,466 "," $80,855 "," $30,890 "," $45,180 ", $-   , $-   , $-   , $-   , $-   , $-   , $303 , $286 ," $19,323 "," $2,429 ", $326 , $66 ," $17,766 "," $43,000 "," $23,000 "," $34,230 "," $43,270 "," $101,683 "
,,,,,,,,5,14,5th Round," $36,343 ",  $-    ,  $-    ," $18,250 ", $100 ," $37,661 "," $175,806 "," $160,303 "," $77,418 ",  $-    ,  $-    ,  $-    ,  $-    ," $1,350,000 ",  $-    ,  $-    ,  $-    ," $142,105 "," $47,059 "," $113,043 ", $308 ," $224,714 "," $282,258 "," $23,000 "," $201,373 "," $72,313 "," $109,715 ",,5,14,5th Round," $1,225 ", $-   , $-   , $-   ," $5,470 "," $19,920 "," $72,649 "," $27,212 "," $29,876 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $17,448 "," $1,626 ", $324 , $49 ," $13,333 "," $16,769 "," $19,265 "," $30,310 "," $30,606 "," $95,253 "
,,,,,,,,5,15,6th Round,  $-    ,  $-    ,  $-    ,  $-    ," $16,552 ", $63 ," $38,571 "," $40,854 "," $20,139 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    , $833 ," $4,875 "," $1,833 "," $59,259 ",  $-    ,  $-    ," $34,667 "," $172,800 "," $169,785 "," $115,358 "," $69,317 "," $95,253 ",,5,15,6th Round, $536 , $-   , $-   , $-   ," $1,581 "," $5,347 "," $47,619 "," $26,923 "," $29,693 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $15,940 ", $-   , $-   , $-   ," $8,167 "," $9,200 "," $7,933 "," $28,161 "," $24,600 "," $89,991 "
,,,,,,,,5,16,7th Round,  $-    ,  $-    ,  $-    ,  $-    ," $60,000 "," $59,164 "," $205,931 "," $26,923 "," $56,366 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $3,333 "," $118,182 "," $57,174 ",  $-    ,  $-    ," $22,333 ",  $-    ," $98,621 "," $84,328 "," $256,273 "," $78,504 "," $87,514 ",,5,16,7th Round, $-   , $-   , $-   , $-   , $839 ," $5,005 "," $38,571 "," $25,000 "," $27,735 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $12,847 ", $-   , $-   , $-   ," $4,615 "," $8,038 "," $6,658 "," $15,467 "," $24,500 "," $87,514 "
,,,,,,,,5,17,8th Round,  $-    ,  $-    ,  $-    ,  $-    ,  $-    , $95 ," $110,000 "," $7,889 "," $25,835 ",  $-    ,  $-    ,  $-    ," $9,333 ",  $-    ,  $-    ," $68,571 "," $8,000 "," $19,323 "," $3,784 "," $242,615 "," $640,000 "," $205,556 "," $181,500 "," $75,778 "," $34,230 "," $68,686 "," $101,683 ",,5,17,8th Round, $-   , $-   , $-   , $-   , $143 ," $1,810 "," $32,628 "," $23,373 "," $26,027 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $7,067 ", $-   , $-   , $-   ," $1,186 "," $4,496 "," $5,253 "," $12,432 "," $21,801 "," $80,419 "
,,,,,,,,5,18,9th Round," $1,417 ",  $-    ," $108,000 ",  $-    ," $163,188 ", $93 ," $2,370 "," $22,281 "," $27,735 "," $1,667 ",  $-    ,  $-    ,  $-    ," $493,000 ",  $-    ,  $-    , $286 ," $63,436 "," $44,941 "," $5,882 "," $28,625 "," $209,091 "," $411,652 "," $62,400 "," $58,020 "," $66,254 "," $89,991 ",,5,18,9th Round, $-   , $-   , $-   , $-   , $100 , $194 ," $16,341 "," $22,281 "," $25,835 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $1,833 ", $-   , $-   , $-   , $149 ," $4,112 "," $4,034 ", $121 ," $21,464 "," $37,266 "
,,,,,,,,5,19,10th Round," $40,000 ",  $-    ,  $-    ," $111,111 ", $143 ,  $-    ," $128,552 "," $1,342 "," $26,027 ",  $-    ,  $-    ," $1,020,000 ",  $-    ," $17,000 ", $364 ,  $-    ," $96,000 "," $119,412 ",  $-    ," $1,000 ",  $-    ," $267,231 "," $52,759 "," $2,714 "," $12,432 "," $30,606 "," $37,266 ",,5,19,10th Round, $-   , $-   , $-   , $-   , $-   , $95 ," $11,638 "," $7,889 "," $20,139 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $329 ," $2,714 ", $85 ," $20,000 "," $32,361 "
,,,,,,,,5,20,11th - 15th Round," $106,989 "," $90,324 ",  $-    ,  $-    ," $140,575 "," $51,506 "," $72,649 "," $45,317 "," $64,841 "," $2,000 "," $23,158 ",  $-    ," $22,222 "," $2,424 ", $554 ," $3,288 "," $23,352 "," $12,847 "," $2,471 "," $46,804 "," $65,095 "," $17,766 "," $52,506 "," $6,658 "," $30,310 "," $43,270 "," $32,361 ",,5,20,11th - 15th Round, $-   , $-   , $-   , $-   , $-   , $93 ," $8,661 "," $3,772 "," $16,482 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $2,065 ", $-   ," $10,901 "," $27,519 "
,,,,,,,,5,21,16th - 20th Round," $5,726 "," $4,780 "," $2,333 "," $199,873 "," $86,444 "," $21,466 "," $84,439 "," $27,212 "," $45,180 "," $19,308 "," $10,909 ",  $-    ,  $-    , $286 ," $17,556 "," $58,769 "," $5,077 "," $17,448 "," $4,939 "," $2,560 ", $49 ,  $-    ," $8,038 "," $19,265 "," $15,467 "," $24,500 "," $15,245 ",,5,21,16th - 20th Round, $-   , $-   , $-   , $-   , $-   , $63 ," $2,370 "," $1,342 "," $15,686 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $4,351 "," $26,740 "
,,,,,,,,5,22,21st - 25th Round," $5,340 "," $5,615 "," $32,571 ",  $-    ," $26,040 "," $5,005 "," $8,661 "," $30,890 "," $16,482 "," $97,197 ",  $-    ,  $-    , $211 ," $10,359 ", $561 ," $13,161 "," $11,289 "," $15,940 "," $15,556 "," $2,627 "," $16,147 "," $8,167 "," $4,112 "," $5,253 "," $28,161 "," $21,464 "," $15,422 ",,5,22,21st - 25th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $12,399 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $15,422 "
,,,,,,,,5,23,26th - 30th Round," $1,225 ", $74 ,  $-    ," $2,316 "," $7,495 "," $5,347 "," $80,855 "," $44,117 "," $29,693 "," $237,037 ",  $-    ,  $-    , $880 ," $1,878 "," $7,505 "," $48,519 "," $15,066 "," $36,256 "," $3,683 "," $8,198 ", $66 ,  $-    ," $4,496 "," $4,034 "," $54,766 "," $49,892 "," $26,740 ",,5,23,26th - 30th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $15,245 "
,,,,,,,,5,24,31st - 35th Round, $536 , $262 ," $83,750 "," $27,636 "," $5,470 ", $194 ," $11,638 "," $31,962 "," $15,686 "," $1,396 ", $308 ," $42,667 ",  $-    , $133 ," $13,559 "," $17,459 "," $1,316 "," $7,067 "," $1,626 ",  $-    ," $1,515 ", $149 ," $9,200 "," $2,065 ", $121 ," $10,901 "," $5,128 ",,5,24,31st - 35th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $9,741 "
,,,,,,,,5,25,36th - 40th Round," $4,601 "," $3,097 "," $459,596 ",  $-    ," $47,045 "," $1,810 "," $32,628 "," $23,373 "," $29,876 "," $65,351 "," $8,933 ",  $-    ," $14,815 "," $9,390 "," $75,091 "," $1,613 "," $4,161 "," $23,591 "," $2,429 ", $326 ," $102,222 "," $28,667 "," $16,769 "," $7,933 ", $85 ," $4,351 "," $9,741 ",,5,25,36th - 40th Round, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $5,128 "
,,,,,,,,5,26,41st Round +," $32,418 "," $7,882 "," $1,047 "," $6,731 "," $1,581 "," $19,920 "," $16,341 "," $3,772 "," $12,399 "," $16,686 ", $45 ," $130,000 "," $32,231 "," $1,859 "," $4,044 ", $303 ," $36,249 "," $22,496 "," $6,718 ", $324 , $151 ," $1,186 ", $329 ," $49,973 "," $74,378 "," $21,801 "," $27,519 ",,5,26,41st Round +, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   
,,,,,,,,5,,,,,,,,,,," $42,743 ",,,,,,,,," $25,455 ",,,,,,,,," $47,913 ",,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,6,YEAR = ,6,  High School  ,,,,,,,,,  JUCO  ,,,,,,,,,  Undergrad  ,,,,,,,,,,6,YEAR = ,6,  High School  ,,,,,,,,,  JUCO  ,,,,,,,,,  Undergrad  ,,,,,,,,
,,,,,,,,6,,MLB $ Percentile,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,,6,,MLB $ Percentile,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  ,  C  ,  1B-DH  ,  2B  ,  3B  ,  SS  ,  OF  ,  LHP  ,  RHP  ,  ALL  
,,,,,,,,6,1,1st," $520,000 ",  $-    ,  $-    ,  $-    ," $3,022,223 "," $2,966,667 "," $4,000 ",  $-    ," $2,054,519 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,,6,1,1st," $520,000 "," $2,500,000 "," $1,320,000 "," $1,200,000 "," $3,022,223 "," $2,966,667 "," $890,000 "," $1,000,000 "," $2,054,519 "," $241,585 "," $7,500 "," $1,020,000 "," $6,000,000 "," $2,100,000 "," $119,022 "," $1,306,667 "," $353,176 "," $673,333 "," $270,909 "," $292,154 "," $10,000,000 "," $10,000,000 "," $9,600,001 "," $1,018,519 "," $1,872,000 "," $583,261 "," $1,888,889 "
,,,,,,,,6,2,2nd,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $10,000,000 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $1,888,889 ",,6,2,2nd," $510,000 "," $1,860,000 "," $607,475 "," $500,000 "," $1,073,056 "," $490,500 "," $363,333 "," $533,333 "," $507,481 "," $174,388 "," $2,143 "," $167,193 "," $346,667 "," $815,000 "," $24,000 "," $131,124 "," $85,714 "," $228,108 "," $207,500 "," $266,667 "," $1,933,333 "," $6,300,000 "," $598,261 "," $774,963 "," $592,290 "," $466,667 "," $1,482,533 "
,,,,,,,,6,3,3rd,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $5,000,000 ",  $-    ,  $-    ,  $-    ," $466,667 "," $984,615 ",,6,3,3rd," $252,500 "," $632,444 "," $400,000 "," $361,667 "," $597,619 "," $410,256 "," $316,429 "," $326,164 "," $425,855 "," $125,791 "," $1,304 "," $6,000 "," $53,333 "," $14,462 "," $12,500 "," $43,814 "," $47,477 "," $220,143 "," $88,462 "," $38,204 "," $636,364 "," $5,000,000 "," $595,000 "," $622,222 "," $367,500 "," $358,136 "," $1,305,000 "
,,,,,,,,6,4,4th,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $1,000,000 "," $285,714 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $10,000,000 ",  $-    ,  $-    ,  $-    ,  $-    ," $833,333 ",,6,4,4th," $47,448 "," $146,667 ", $123 ," $31,255 "," $220,667 "," $341,818 "," $264,296 "," $301,892 "," $392,558 "," $24,118 ", $-   ," $3,333 "," $7,059 "," $10,877 "," $8,000 "," $25,551 "," $31,497 "," $190,378 "," $86,645 "," $10,063 "," $400,000 "," $867,333 "," $464,444 "," $442,222 "," $313,667 "," $200,097 "," $984,615 "
,,,,,,,,6,5,5th,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $6,300,000 ",  $-    ,  $-    ,  $-    ,  $-    ," $1,305,000 ",,6,5,5th," $29,976 "," $114,286 ", $-   ," $22,308 "," $214,941 "," $119,216 "," $247,619 "," $184,587 "," $285,714 ", $25 , $-   ," $1,217 ", $500 , $869 ," $4,000 "," $2,500 "," $22,400 "," $121,000 "," $70,847 "," $8,293 "," $100,108 "," $734,773 "," $440,000 "," $268,625 "," $313,333 "," $140,567 "," $833,333 "
,,,,,,,,6,6,6th - 10th,  $-    ," $146,667 ",  $-    ," $1,200,000 ",  $-    ," $43,636 "," $242,500 "," $533,333 "," $267,917 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $266,667 "," $1,933,333 ",  $-    ," $9,600,001 "," $1,018,519 "," $1,872,000 "," $68,889 "," $1,482,533 ",,6,6,6th - 10th," $18,195 "," $92,778 ", $-   ," $21,872 "," $86,957 "," $68,000 "," $242,500 "," $149,456 "," $267,917 ", $-   , $-   , $-   , $167 , $500 ," $3,540 "," $1,673 "," $20,000 "," $118,267 "," $52,444 "," $8,000 "," $65,000 "," $255,556 "," $430,690 "," $264,000 "," $193,830 "," $105,833 "," $503,343 "
,,,,,,,,6,7,11th - 15th,  $-    ," $1,860,000 ",  $-    ,  $-    ,  $-    ," $341,818 ",  $-    ," $1,500 "," $260,085 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $115,000 "," $622,222 "," $313,333 "," $91,250 "," $212,115 ",,6,7,11th - 15th," $11,400 "," $9,388 ", $-   ," $17,778 "," $60,649 "," $55,087 "," $217,333 "," $143,333 "," $260,085 ", $-   , $-   , $-   , $-   , $170 ," $3,000 "," $1,453 "," $15,239 "," $36,290 "," $47,097 "," $2,465 "," $41,667 "," $215,714 "," $369,813 "," $211,421 "," $174,667 "," $98,341 "," $425,080 "
,,,,,,,,6,8,16th - 20th,  $-    ," $2,500,000 ",  $-    ,  $-    , $222 ," $410,256 "," $890,000 ",  $-    ," $392,558 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $36,000 ",  $-    ," $8,640 ",,6,8,16th - 20th," $4,632 "," $2,857 ", $-   ," $2,222 "," $40,540 "," $49,907 "," $210,968 "," $75,061 "," $179,064 ", $-   , $-   , $-   , $-   , $125 ," $1,170 ", $286 ," $15,000 "," $31,692 "," $21,953 ", $933 ," $19,178 "," $180,000 "," $148,148 "," $163,864 "," $110,000 "," $91,250 "," $267,040 "
,,,,,,,,6,9,End of 1st," $510,000 ",  $-    ," $1,320,000 ",  $-    ," $597,619 "," $490,500 ",  $-    ," $301,892 "," $425,855 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $8,000 ",  $-    ,  $-    ,  $-    ," $442,222 ",  $-    ," $358,136 "," $267,040 ",,6,9,End of 1st," $3,846 "," $2,321 ", $-   , $930 ," $20,000 "," $43,636 "," $164,710 "," $50,293 "," $163,503 ", $-   , $-   , $-   , $-   , $-   , $949 , $184 ," $10,933 "," $26,726 "," $9,395 ", $205 ," $7,143 "," $88,286 "," $115,000 "," $93,393 "," $69,949 "," $79,571 "," $212,115 "
,,,,,,,,6,10,Beg of 2nd," $252,500 "," $2,857 ",  $-    ," $500,000 "," $1,073,056 "," $30,089 "," $247,619 "," $3,478 "," $507,481 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $1,306,667 "," $15,000 "," $673,333 ",  $-    ,  $-    ,  $-    ," $867,333 "," $595,000 "," $264,000 "," $592,290 "," $50,877 "," $503,343 ",,6,10,Beg of 2nd," $2,326 "," $1,887 ", $-   , $500 ," $10,877 "," $30,089 "," $135,000 "," $43,404 "," $79,934 ", $-   , $-   , $-   , $-   , $-   , $825 , $178 ," $6,875 "," $26,681 "," $6,182 ", $41 ," $7,000 "," $39,056 "," $67,750 "," $87,925 "," $68,041 "," $75,090 "," $208,823 "
,,,,,,,,6,11,End of 2nd," $11,400 ",  $-    ,  $-    ,  $-    ," $86,957 "," $28,941 "," $363,333 "," $326,164 "," $179,064 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $20,000 "," $5,455 "," $207,500 ",  $-    ," $400,000 ",  $-    ," $440,000 "," $774,963 ", $526 ," $583,261 "," $425,080 ",,6,11,End of 2nd," $2,242 ", $632 , $-   , $157 ," $6,214 "," $28,941 "," $101,433 "," $43,051 "," $73,518 ", $-   , $-   , $-   , $-   , $-   , $364 , $-   ," $4,194 "," $24,093 "," $5,027 ", $-   ," $3,790 "," $28,000 "," $26,431 "," $57,464 "," $63,698 "," $72,736 "," $147,861 "
,,,,,,,,6,12,3rd Round," $2,242 "," $632,444 ",  $-    , $100 ," $220,667 "," $68,000 "," $210,968 "," $184,587 "," $163,503 ",  $-    ,  $-    ,  $-    ," $346,667 ",  $-    ,  $-    ,  $-    ," $353,176 "," $190,378 "," $270,909 ",  $-    ,  $-    ," $180,000 "," $464,444 "," $268,625 ", $108 ," $200,097 "," $208,823 ",,6,12,3rd Round," $2,000 ", $538 , $-   , $105 ," $3,226 "," $27,450 "," $85,926 "," $39,082 "," $71,369 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $3,580 "," $14,020 "," $4,308 ", $-   ," $3,094 "," $9,524 "," $14,605 "," $56,522 "," $36,000 "," $68,889 "," $136,063 "
,,,,,,,,6,13,4th Round," $3,846 ",  $-    ," $400,000 ",  $-    ," $20,000 ", $704 ," $80,000 "," $149,456 "," $71,369 ",  $-    ,  $-    ,  $-    ," $6,000,000 ",  $-    ,  $-    ,  $-    ," $10,933 "," $220,143 "," $52,444 ",  $-    ,  $-    ,  $-    ," $67,750 "," $56,522 "," $193,830 "," $140,567 "," $107,729 ",,6,13,4th Round," $1,667 ", $222 , $-   , $100 ," $2,857 "," $21,039 "," $80,000 "," $35,418 "," $65,780 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $3,420 "," $5,455 "," $2,061 ", $-   , $267 ," $4,087 "," $8,148 "," $23,983 "," $22,400 "," $56,457 "," $110,312 "
,,,,,,,,6,14,5th Round, $118 , $222 ,  $-    ," $22,308 ", $276 ," $4,561 "," $217,333 "," $143,333 "," $65,780 ",  $-    ,  $-    ,  $-    ,  $-    ," $2,100,000 "," $4,000 ",  $-    ,  $-    ," $228,108 "," $86,645 ",  $-    ," $41,667 "," $215,714 "," $430,690 "," $5,714 "," $313,667 "," $98,341 "," $147,861 ",,6,14,5th Round," $1,136 ", $-   , $-   , $-   , $745 ," $4,561 "," $68,474 "," $17,043 "," $54,922 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $2,558 "," $3,000 "," $1,255 ", $-   , $-   ," $3,840 "," $6,325 "," $16,412 "," $16,541 "," $54,103 "," $109,511 "
,,,,,,,,6,15,6th Round," $2,000 "," $114,286 ",  $-    ,  $-    , $345 ," $2,903 "," $85,926 "," $10,156 "," $17,568 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    , $364 ," $2,500 "," $6,875 "," $3,000 "," $88,462 ",  $-    ," $7,143 "," $88,286 "," $4,348 "," $211,421 "," $174,667 "," $79,571 "," $109,511 ",,6,15,6th Round," $1,051 ", $-   , $-   , $-   , $615 ," $4,100 "," $28,593 "," $10,156 "," $43,124 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $1,714 "," $2,265 ", $759 , $-   , $-   ," $2,273 "," $4,348 "," $14,921 "," $2,778 "," $50,877 "," $107,729 "
,,,,,,,,6,16,7th Round," $4,632 ",  $-    ,  $-    ,  $-    ," $3,226 "," $119,216 "," $264,296 "," $43,051 "," $73,518 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ," $3,000 ",  $-    , $182 , $651 , $333 ,  $-    ," $65,000 "," $28,000 "," $148,148 "," $163,864 "," $367,500 "," $48,825 "," $110,312 ",,6,16,7th Round, $418 , $-   , $-   , $-   , $345 ," $2,903 "," $16,621 "," $5,785 "," $38,989 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $182 , $839 , $333 , $-   , $-   , $772 ," $3,033 "," $5,714 "," $1,714 "," $48,825 "," $98,050 "
,,,,,,,,6,17,8th Round,  $-    ,  $-    ,  $-    ,  $-    , $615 ," $4,100 "," $135,000 ", $941 ," $25,961 ",  $-    ,  $-    ,  $-    ,  $-    ,  $-    ,  $-    , $286 ," $1,714 ", $839 ," $5,027 "," $292,154 "," $636,364 "," $255,556 "," $369,813 "," $93,393 ",  $-    ," $105,833 "," $136,063 ",,6,17,8th Round, $118 , $-   , $-   , $-   , $276 ," $2,000 "," $16,405 "," $3,714 "," $28,423 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $651 , $-   , $-   , $-   , $138 ," $2,776 "," $2,714 ", $526 ," $26,889 "," $65,305 "
